29	BC7935A	{"epochs": {"value": 40.0, "comment": 4, "comment_other": "To see how long one epoch takes"}, "batchSize": {"value": 20.0, "comment": 4, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.0001, "comment": 4, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0.005, "comment": 4, "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "BC7935A"}	0.686	689.19
30	BC7935A	{"epochs": {"value": 50.0, "comment": 4, "comment_other": "To see how long one epoch takes"}, "batchSize": {"value": 10.0, "comment": 4, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.0001, "comment": 4, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0.0, "comment": 4, "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "BC7935A"}	-3	-1
31	BC7935A	{"epochs": {"value": 50.0, "comment": 4, "comment_other": "To see how long one epoch takes"}, "batchSize": {"value": 20.0, "comment": 4, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.0001, "comment": 4, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0.0, "comment": 4, "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "BC7935A"}	0.724	837.18
32	BC7935A	{"epochs": {"value": 50.0, "comment": 4, "comment_other": "To see how long one epoch takes"}, "batchSize": {"value": 30.0, "comment": 4, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.0001, "comment": 4, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0.0, "comment": 4, "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "BC7935A"}	0.746	579.646
33	BC7935A	{"epochs": {"value": 100.0, "comment": 4, "comment_other": "To see how long one epoch takes"}, "batchSize": {"value": 30.0, "comment": 4, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.0001, "comment": 4, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0.0, "comment": 4, "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "BC7935A"}	0.758	1161.68
34	6B392DA	{"epochs": {"value": 50.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 20.0, "comment": 1, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 3, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	-3	-1
35	6B392DA	{"epochs": {"value": 50.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 10.0, "comment": 1, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.001, "comment": 3, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	0.186	1584.43
36	6B392DA	{"epochs": {"value": 5.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 64.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	0.1	36.5153
37	6B392DA	{"epochs": {"value": 4.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 4.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "averaged_sgd", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	0.352	268.005
38	6B392DA	{"epochs": {"value": 100.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 10.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "averaged_sgd", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	-3	-1
39	6B392DA	{"epochs": {"value": 20.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 5.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "averaged_sgd", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.1, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	-3	-1
40	6B392DA	{"epochs": {"value": 4.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 25.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "mean_squared_loss", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	-3	-1
41	6B392DA	{"epochs": {"value": 4.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 1.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	-3	-1
42	6B392DA	{"epochs": {"value": 1.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 1.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	0.1	331.775
43	6B392DA	{"epochs": {"value": 20.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 10.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	-3	-1
44	6B392DA	{"epochs": {"value": 4.0, "comment": 1, "comment_other": ""}, "batchSize": {"value": 25.0, "comment": 2, "comment_other": ""}, "lossFunction": {"value": "cross_entropy", "comment": 3, "comment_other": ""}, "optimizer": {"value": "adam_optimizer", "comment": 3, "comment_other": ""}, "finalSubmission": {"value": false}, "learningRate": {"value": 0.01, "comment": 1, "comment_other": ""}, "epsilon": {"value": 1e-06, "comment": "", "comment_other": ""}, "beta1": {"value": 0.9, "comment_other": "", "comment": ""}, "beta2": {"value": 0.999, "comment_other": "", "comment": ""}, "weightDecay": {"value": 0, "comment": "", "comment_other": ""}, "rho": {"value": 0.9, "comment": "", "comment_other": ""}, "learningRateDecay": {"value": 0, "comment": "", "comment_other": ""}, "initialAccumulator": {"value": 0, "comment": "", "comment_other": ""}, "alpha": {"value": 0.75, "comment": "", "comment_other": ""}, "lambda": {"value": 0.0001, "comment": "", "comment_other": ""}, "momentum": {"value": 0, "comment": "", "comment_other": ""}, "user_id": "6B392DA"}	0.1	58.2241
